exitNodeId,name,address,endpoint,publicKey,listenPort,reachableAt
1,Exit Node z2uGb0N1,100.89.128.1/24,mcpgateway.online,z2uGb0N1vLpCvcnREDJgurmmQ/lFzlAcZdO2Tm6QIwQ=,51820,http://gerbil:3003
